,WellName,Date,Concentration
531,MW-28,2022-12-31,0.50001251117221
532,MW-28,2023-12-31,0.5000127470857223
533,MW-28,2024-12-31,0.5000129836455729
534,MW-28,2025-12-31,0.5000132195590852
535,373 Pinewood Shallow,2021-12-31,179.06854166651726
536,373 Pinewood Shallow,2022-12-31,147.542623439831
537,373 Pinewood Shallow,2023-12-31,115.42224531994124
538,373 Pinewood Shallow,2024-12-31,82.70577864960632
539,373 Pinewood Shallow,2025-12-31,49.39485208606786
540,MW-11d,2021-12-31,308.1153163376146
541,MW-11d,2022-12-31,308.1153163376146
542,MW-11d,2023-12-31,308.1153163376146
543,MW-11d,2024-12-31,308.1153163376146
544,MW-11d,2025-12-31,308.1153163376146
545,MW-58d,2021-12-31,12.469752777539016
546,MW-58d,2022-12-31,12.721498129853616
547,MW-58d,2023-12-31,13.153767148588363
548,MW-58d,2024-12-31,13.419893699815008
549,MW-58d,2025-12-31,13.599805981975814
550,LB-4,2021-12-31,470.0
551,LB-4,2022-12-31,470.0
552,LB-4,2023-12-31,470.0
553,LB-4,2024-12-31,491.6666666666667
554,LB-4,2025-12-31,475.0
555,MW-38s,2021-12-31,0.5
556,MW-38s,2022-12-31,0.5
557,MW-38s,2023-12-31,0.5
558,MW-38s,2024-12-31,0.5
559,MW-38s,2025-12-31,0.5
560,LB-3,2014-12-31,386.9750643890473
561,LB-3,2015-12-31,319.66101165123246
562,LB-3,2016-12-31,239.02143324648205
563,LB-3,2017-12-31,234.03260976533056
564,LB-3,2018-12-31,188.0326097653305
565,NMW-2s,2021-12-31,1992.850999725139
566,NMW-2s,2022-12-31,1978.1433041656069
567,NMW-2s,2023-12-31,1963.4356086060748
568,NMW-2s,2024-12-31,1948.7279130465429
569,NMW-2s,2025-12-31,1934.0202174870103
570,ARTESIAN #2,2002-12-31,7.0
571,ARTESIAN #2,2003-12-31,7.0
572,ARTESIAN #2,2004-12-31,10.13888888888888
573,ARTESIAN #2,2005-12-31,18.7791977205882
574,ARTESIAN #2,2006-12-31,23.73544572723526
575,MW-89,2021-12-31,0.5026903444155368
576,MW-89,2022-12-31,0.502839064432324
577,MW-89,2023-12-31,0.50298780650741
578,MW-89,2024-12-31,0.5031365706440667
579,MW-89,2025-12-31,0.5032853568455662
580,MW-16,2021-12-31,2.528237933817854
581,MW-16,2022-12-31,2.980677321737428
582,MW-16,2023-12-31,2.010641338521361
583,MW-16,2024-12-31,1.940803262993659
