,Bore,Depth1,Depth2,SampleDate,Value,Elevation,lat,lon
71,170 Aprill,46.0,50.0,2002-08-12 00:00:00,13.0,907.2557,42.28230953107742,-83.80799595417352
72,170 Aprill,46.0,50.0,2003-07-29 00:00:00,26.0,907.2557,42.28230953107742,-83.80799595417352
73,170 Aprill,46.0,50.0,2004-07-28 00:00:00,26.0,907.2557,42.28230953107742,-83.80799595417352
74,170 Aprill,46.0,50.0,2005-07-08 00:00:00,26.0,907.2557,42.28230953107742,-83.80799595417352
75,170 Aprill,46.0,50.0,2006-07-10 00:00:00,24.0,907.2557,42.28230953107742,-83.80799595417352
76,170 Aprill,46.0,50.0,2007-07-19 00:00:00,20.0,907.2557,42.28230953107742,-83.80799595417352
77,170 Aprill,46.0,50.0,2008-07-29 00:00:00,18.0,907.2557,42.28230953107742,-83.80799595417352
78,170 Aprill,46.0,50.0,2009-07-30 00:00:00,19.0,907.2557,42.28230953107742,-83.80799595417352
79,170 Aprill,46.0,50.0,2010-07-16 00:00:00,18.0,907.2557,42.28230953107742,-83.80799595417352
80,170 Aprill,46.0,50.0,2011-09-19 00:00:00,13.0,907.2557,42.28230953107742,-83.80799595417352
81,170 Aprill,46.0,50.0,2012-08-14 00:00:00,8.0,907.2557,42.28230953107742,-83.80799595417352
82,170 Aprill,46.0,50.0,2013-08-23 00:00:00,10.0,907.2557,42.28230953107742,-83.80799595417352
83,170 Aprill,46.0,50.0,2014-08-13 00:00:00,10.0,907.2557,42.28230953107742,-83.80799595417352
84,170 Aprill,46.0,50.0,2015-07-30 00:00:00,10.0,907.2557,42.28230953107742,-83.80799595417352
85,170 Aprill,46.0,50.0,2016-09-08 00:00:00,6.7,907.2557,42.28230953107742,-83.80799595417352
86,170 Aprill,46.0,50.0,2017-07-26 00:00:00,6.6,907.2557,42.28230953107742,-83.80799595417352
87,170 Aprill,46.0,50.0,2018-08-14 00:00:00,4.0,907.2557,42.28230953107742,-83.80799595417352
88,170 Aprill,46.0,50.0,2019-08-29 00:00:00,3.5,907.2557,42.28230953107742,-83.80799595417352
89,170 Aprill,46.0,50.0,2020-08-17 00:00:00,3.7,907.2557,42.28230953107742,-83.80799595417352
90,175 Jackson Plaza,92.0,103.0,1986-01-30 00:00:00,30.0,929.4347,42.28156073790059,-83.80122216206321
91,175 Jackson Plaza,92.0,103.0,1986-02-03 00:00:00,33.0,929.4347,42.28156073790059,-83.80122216206321
92,175 Jackson Plaza,92.0,103.0,1986-05-12 00:00:00,42.0,929.4347,42.28156073790059,-83.80122216206321
93,175 Jackson Plaza,92.0,103.0,1987-10-16 00:00:00,42.0,929.4347,42.28156073790059,-83.80122216206321
94,175 Jackson Plaza,92.0,103.0,1988-04-15 00:00:00,30.0,929.4347,42.28156073790059,-83.80122216206321
95,175 Jackson Plaza,92.0,103.0,1988-12-15 00:00:00,32.0,929.4347,42.28156073790059,-83.80122216206321
96,175 Jackson Plaza,92.0,103.0,1989-07-24 00:00:00,35.0,929.4347,42.28156073790059,-83.80122216206321
97,175 Jackson Plaza,92.0,103.0,1990-01-31 00:00:00,42.0,929.4347,42.28156073790059,-83.80122216206321
98,175 Jackson Plaza,92.0,103.0,1990-08-01 00:00:00,31.0,929.4347,42.28156073790059,-83.80122216206321
99,175 Jackson Plaza,92.0,103.0,1991-01-17 00:00:00,34.0,929.4347,42.28156073790059,-83.80122216206321
100,175 Jackson Plaza,92.0,103.0,1991-01-22 00:00:00,28.0,929.4347,42.28156073790059,-83.80122216206321
101,175 Jackson Plaza,92.0,103.0,1992-01-16 00:00:00,32.0,929.4347,42.28156073790059,-83.80122216206321
102,175 Jackson Plaza,92.0,103.0,1992-07-22 00:00:00,32.0,929.4347,42.28156073790059,-83.80122216206321
103,175 Jackson Plaza,92.0,103.0,1993-03-04 00:00:00,26.0,929.4347,42.28156073790059,-83.80122216206321
104,175 Jackson Plaza,92.0,103.0,1993-08-24 00:00:00,24.0,929.4347,42.28156073790059,-83.80122216206321
105,175 Jackson Plaza,92.0,103.0,1994-06-22 00:00:00,21.0,929.4347,42.28156073790059,-83.80122216206321
106,175 Jackson Plaza,92.0,103.0,1995-10-31 00:00:00,12.0,929.4347,42.28156073790059,-83.80122216206321
107,175 Jackson Plaza,92.0,103.0,1996-04-02 00:00:00,27.0,929.4347,42.28156073790059,-83.80122216206321
108,175 Jackson Plaza,92.0,103.0,2002-07-28 00:00:00,62.0,929.4347,42.28156073790059,-83.80122216206321
109,175 Jackson Plaza,92.0,103.0,2002-11-26 00:00:00,454.0,929.4347,42.28156073790059,-83.80122216206321
110,175 Jackson Plaza,92.0,103.0,2003-01-28 00:00:00,479.0,929.4347,42.28156073790059,-83.80122216206321
111,175 Jackson Plaza,92.0,103.0,2003-05-06 00:00:00,440.0,929.4347,42.28156073790059,-83.80122216206321
112,175 Jackson Plaza,92.0,103.0,2003-07-29 00:00:00,397.0,929.4347,42.28156073790059,-83.80122216206321
113,175 Jackson Plaza,92.0,103.0,2003-11-12 00:00:00,375.0,929.4347,42.28156073790059,-83.80122216206321
114,175 Jackson Plaza,92.0,103.0,2004-02-03 00:00:00,270.0,929.4347,42.28156073790059,-83.80122216206321
115,175 Jackson Plaza,92.0,103.0,2004-04-23 00:00:00,350.0,929.4347,42.28156073790059,-83.80122216206321
116,175 Jackson Plaza,92.0,103.0,2004-10-14 00:00:00,262.0,929.4347,42.28156073790059,-83.80122216206321
117,175 Jackson Plaza,92.0,103.0,2005-04-25 00:00:00,151.0,929.4347,42.28156073790059,-83.80122216206321
118,175 Jackson Plaza,92.0,103.0,2005-11-01 00:00:00,141.0,929.4347,42.28156073790059,-83.80122216206321
119,175 Jackson Plaza,92.0,103.0,2006-05-10 00:00:00,207.0,929.4347,42.28156073790059,-83.80122216206321
120,175 Jackson Plaza,92.0,103.0,2006-11-02 00:00:00,454.0,929.4347,42.28156073790059,-83.80122216206321
121,175 Jackson Plaza,92.0,103.0,2007-04-23 00:00:00,372.0,929.4347,42.28156073790059,-83.80122216206321
122,175 Jackson Plaza,92.0,103.0,2007-10-17 00:00:00,427.0,929.4347,42.28156073790059,-83.80122216206321
123,175 Jackson Plaza,92.0,103.0,2008-04-09 00:00:00,524.0,929.4347,42.28156073790059,-83.80122216206321
124,175 Jackson Plaza,92.0,103.0,2008-10-27 00:00:00,640.0,929.4347,42.28156073790059,-83.80122216206321
125,175 Jackson Plaza,92.0,103.0,2009-04-21 00:00:00,771.0,929.4347,42.28156073790059,-83.80122216206321
126,175 Jackson Plaza,92.0,103.0,2009-10-20 00:00:00,671.0,929.4347,42.28156073790059,-83.80122216206321
127,175 Jackson Plaza,92.0,103.0,2010-05-07 00:00:00,562.0,929.4347,42.28156073790059,-83.80122216206321
128,175 Jackson Plaza,92.0,103.0,2010-11-08 00:00:00,706.0,929.4347,42.28156073790059,-83.80122216206321
129,175 Jackson Plaza,92.0,103.0,2011-04-11 00:00:00,909.0,929.4347,42.28156073790059,-83.80122216206321
130,175 Jackson Plaza,92.0,103.0,2011-11-03 00:00:00,1162.0,929.4347,42.28156073790059,-83.80122216206321
131,175 Jackson Plaza,92.0,103.0,2012-06-14 00:00:00,1324.0,929.4347,42.28156073790059,-83.80122216206321
132,175 Jackson Plaza,92.0,103.0,2012-11-09 00:00:00,1100.0,929.4347,42.28156073790059,-83.80122216206321
133,175 Jackson Plaza,92.0,103.0,2013-06-05 00:00:00,1100.0,929.4347,42.28156073790059,-83.80122216206321
134,175 Jackson Plaza,92.0,103.0,2013-11-22 00:00:00,1100.0,929.4347,42.28156073790059,-83.80122216206321
135,175 Jackson Plaza,92.0,103.0,2014-06-06 00:00:00,950.0,929.4347,42.28156073790059,-83.80122216206321
136,175 Jackson Plaza,92.0,103.0,2014-11-11 00:00:00,1100.0,929.4347,42.28156073790059,-83.80122216206321
137,175 Jackson Plaza,92.0,103.0,2015-06-08 00:00:00,1000.0,929.4347,42.28156073790059,-83.80122216206321
138,175 Jackson Plaza,92.0,103.0,2015-12-07 00:00:00,940.0,929.4347,42.28156073790059,-83.80122216206321
139,175 Jackson Plaza,92.0,103.0,2016-06-23 00:00:00,850.0,929.4347,42.28156073790059,-83.80122216206321
140,175 Jackson Plaza,92.0,103.0,2016-12-23 00:00:00,830.0,929.4347,42.28156073790059,-83.80122216206321
141,175 Jackson Plaza,92.0,103.0,2017-06-20 00:00:00,1100.0,929.4347,42.28156073790059,-83.80122216206321
142,175 Jackson Plaza,92.0,103.0,2017-11-07 00:00:00,760.0,929.4347,42.28156073790059,-83.80122216206321
143,175 Jackson Plaza,92.0,103.0,2018-05-18 00:00:00,710.0,929.4347,42.28156073790059,-83.80122216206321
144,175 Jackson Plaza,92.0,103.0,2018-10-18 00:00:00,790.0,929.4347,42.28156073790059,-83.80122216206321
145,175 Jackson Plaza,92.0,103.0,2019-04-11 00:00:00,720.0,929.4347,42.28156073790059,-83.80122216206321
146,175 Jackson Plaza,92.0,103.0,2019-12-11 00:00:00,880.0,929.4347,42.28156073790059,-83.80122216206321
147,175 Jackson Plaza,92.0,103.0,2020-06-09 00:00:00,920.0,929.4347,42.28156073790059,-83.80122216206321
148,175 Jackson Plaza,92.0,103.0,2020-11-02 00:00:00,1000.0,929.4347,42.28156073790059,-83.80122216206321
149,2575 Valley,1.0,2.0,2004-08-05 00:00:00,2.0,941.8386,42.28563150104415,-83.78264842010873
150,2575 Valley,1.0,2.0,2004-10-27 00:00:00,3.0,941.8386,42.28563150104415,-83.78264842010873
151,2575 Valley,1.0,2.0,2005-05-06 00:00:00,7.0,941.8386,42.28563150104415,-83.78264842010873
152,2575 Valley,1.0,2.0,2005-11-10 00:00:00,6.0,941.8386,42.28563150104415,-83.78264842010873
153,2575 Valley,1.0,2.0,2006-05-11 00:00:00,12.0,941.8386,42.28563150104415,-83.78264842010873
154,2575 Valley,1.0,2.0,2006-10-26 00:00:00,26.0,941.8386,42.28563150104415,-83.78264842010873
155,2575 Valley,1.0,2.0,2007-05-30 00:00:00,36.0,941.8386,42.28563150104415,-83.78264842010873
156,2575 Valley,1.0,2.0,2007-11-12 00:00:00,57.0,941.8386,42.28563150104415,-83.78264842010873
157,2575 Valley,1.0,2.0,2008-08-01 00:00:00,75.0,941.8386,42.28563150104415,-83.78264842010873
158,2575 Valley,1.0,2.0,2009-07-16 00:00:00,99.0,941.8386,42.28563150104415,-83.78264842010873
159,2575 Valley,1.0,2.0,2010-08-03 00:00:00,105.0,941.8386,42.28563150104415,-83.78264842010873
160,2575 Valley,1.0,2.0,2011-09-28 00:00:00,51.0,941.8386,42.28563150104415,-83.78264842010873
161,2575 Valley,1.0,2.0,2012-08-10 00:00:00,74.0,941.8386,42.28563150104415,-83.78264842010873
162,2575 Valley,1.0,2.0,2013-08-26 00:00:00,96.0,941.8386,42.28563150104415,-83.78264842010873
163,2575 Valley,1.0,2.0,2014-08-25 00:00:00,71.0,941.8386,42.28563150104415,-83.78264842010873
164,2575 Valley,1.0,2.0,2015-08-04 00:00:00,78.0,941.8386,42.28563150104415,-83.78264842010873
165,2575 Valley,1.0,2.0,2016-09-09 00:00:00,83.0,941.8386,42.28563150104415,-83.78264842010873
166,2575 Valley,1.0,2.0,2017-08-29 00:00:00,66.0,941.8386,42.28563150104415,-83.78264842010873
167,2575 Valley,1.0,2.0,2018-08-27 00:00:00,74.0,941.8386,42.28563150104415,-83.78264842010873
168,2575 Valley,1.0,2.0,2019-08-08 00:00:00,87.0,941.8386,42.28563150104415,-83.78264842010873
169,2575 Valley,1.0,2.0,2020-08-06 00:00:00,110.0,941.8386,42.28563150104415,-83.78264842010873
170,2819 Dexter Rd,-9999.0,-9999.0,1991-01-16 00:00:00,1.0,939.9844,42.28754849139137,-83.78727916122041
171,2819 Dexter Rd,-9999.0,-9999.0,1991-08-23 00:00:00,1.0,939.9844,42.28754849139137,-83.78727916122041
172,2819 Dexter Rd,-9999.0,-9999.0,1995-10-31 00:00:00,106.0,939.9844,42.28754849139137,-83.78727916122041
173,2819 Dexter Rd,-9999.0,-9999.0,1996-10-22 00:00:00,200.0,939.9844,42.28754849139137,-83.78727916122041
174,2819 Dexter Rd,-9999.0,-9999.0,1997-09-11 00:00:00,160.0,939.9844,42.28754849139137,-83.78727916122041
175,2819 Dexter Rd,-9999.0,-9999.0,1997-10-07 00:00:00,385.0,939.9844,42.28754849139137,-83.78727916122041
176,2819 Dexter Rd,-9999.0,-9999.0,1997-11-12 00:00:00,370.0,939.9844,42.28754849139137,-83.78727916122041
177,2819 Dexter Rd,-9999.0,-9999.0,1999-08-02 00:00:00,237.0,939.9844,42.28754849139137,-83.78727916122041
178,2819 Dexter Rd,-9999.0,-9999.0,1999-09-15 00:00:00,210.0,939.9844,42.28754849139137,-83.78727916122041
179,2819 Dexter Rd,-9999.0,-9999.0,1999-10-01 00:00:00,649.0,939.9844,42.28754849139137,-83.78727916122041
180,2819 Dexter Rd,-9999.0,-9999.0,1999-11-01 00:00:00,94.0,939.9844,42.28754849139137,-83.78727916122041
181,2819 Dexter Rd,-9999.0,-9999.0,1999-12-22 00:00:00,30.0,939.9844,42.28754849139137,-83.78727916122041
182,2819 Dexter Rd,-9999.0,-9999.0,2000-01-14 00:00:00,70.0,939.9844,42.28754849139137,-83.78727916122041
183,2819 Dexter Rd,-9999.0,-9999.0,2000-02-07 00:00:00,150.0,939.9844,42.28754849139137,-83.78727916122041
184,2819 Dexter Rd,-9999.0,-9999.0,2000-03-07 00:00:00,500.0,939.9844,42.28754849139137,-83.78727916122041
185,2819 Dexter Rd,-9999.0,-9999.0,2000-04-05 00:00:00,160.0,939.9844,42.28754849139137,-83.78727916122041
186,2819 Dexter Rd,-9999.0,-9999.0,2000-08-07 00:00:00,300.0,939.9844,42.28754849139137,-83.78727916122041
187,2819 Dexter Rd,-9999.0,-9999.0,2001-02-13 00:00:00,230.0,939.9844,42.28754849139137,-83.78727916122041
188,2819 Dexter Rd,-9999.0,-9999.0,2001-04-17 00:00:00,131.0,939.9844,42.28754849139137,-83.78727916122041
189,2819 Dexter Rd,-9999.0,-9999.0,2001-07-11 00:00:00,64.0,939.9844,42.28754849139137,-83.78727916122041
190,2819 Dexter Rd,-9999.0,-9999.0,2001-10-18 00:00:00,430.0,939.9844,42.28754849139137,-83.78727916122041
191,2819 Dexter Rd,-9999.0,-9999.0,2002-01-10 00:00:00,357.0,939.9844,42.28754849139137,-83.78727916122041
192,2819 Dexter Rd,-9999.0,-9999.0,2002-04-16 00:00:00,331.0,939.9844,42.28754849139137,-83.78727916122041
193,2819 Dexter Rd,-9999.0,-9999.0,2002-08-05 00:00:00,256.0,939.9844,42.28754849139137,-83.78727916122041
194,2819 Dexter Rd,-9999.0,-9999.0,2002-10-10 00:00:00,528.0,939.9844,42.28754849139137,-83.78727916122041
195,2819 Dexter Rd,-9999.0,-9999.0,2003-02-03 00:00:00,560.0,939.9844,42.28754849139137,-83.78727916122041
196,2819 Dexter Rd,-9999.0,-9999.0,2003-05-06 00:00:00,543.0,939.9844,42.28754849139137,-83.78727916122041
197,2819 Dexter Rd,-9999.0,-9999.0,2003-07-23 00:00:00,560.0,939.9844,42.28754849139137,-83.78727916122041
198,2819 Dexter Rd,-9999.0,-9999.0,2003-11-05 00:00:00,492.0,939.9844,42.28754849139137,-83.78727916122041
199,2819 Dexter Rd,-9999.0,-9999.0,2004-02-04 00:00:00,513.0,939.9844,42.28754849139137,-83.78727916122041
200,2819 Dexter Rd,-9999.0,-9999.0,2004-05-06 00:00:00,440.0,939.9844,42.28754849139137,-83.78727916122041
201,2819 Dexter Rd,-9999.0,-9999.0,2004-10-27 00:00:00,467.0,939.9844,42.28754849139137,-83.78727916122041
202,2819 Dexter Rd,-9999.0,-9999.0,2005-05-06 00:00:00,423.0,939.9844,42.28754849139137,-83.78727916122041
203,2819 Dexter Rd,-9999.0,-9999.0,2005-11-10 00:00:00,483.0,939.9844,42.28754849139137,-83.78727916122041
204,2819 Dexter Rd,-9999.0,-9999.0,2006-05-10 00:00:00,472.0,939.9844,42.28754849139137,-83.78727916122041
205,2819 Dexter Rd,-9999.0,-9999.0,2006-10-03 00:00:00,909.0,939.9844,42.28754849139137,-83.78727916122041
206,2819 Dexter Rd,-9999.0,-9999.0,2006-11-09 00:00:00,1001.0,939.9844,42.28754849139137,-83.78727916122041
207,2819 Dexter Rd,-9999.0,-9999.0,2007-05-30 00:00:00,1064.0,939.9844,42.28754849139137,-83.78727916122041
208,2819 Dexter Rd,-9999.0,-9999.0,2007-10-23 00:00:00,1085.0,939.9844,42.28754849139137,-83.78727916122041
209,2819 Dexter Rd,-9999.0,-9999.0,2008-04-21 00:00:00,1074.0,939.9844,42.28754849139137,-83.78727916122041
210,2819 Dexter Rd,-9999.0,-9999.0,2008-10-14 00:00:00,940.0,939.9844,42.28754849139137,-83.78727916122041
211,2819 Dexter Rd,-9999.0,-9999.0,2009-04-10 00:00:00,864.0,939.9844,42.28754849139137,-83.78727916122041
212,2819 Dexter Rd,-9999.0,-9999.0,2009-11-02 00:00:00,643.0,939.9844,42.28754849139137,-83.78727916122041
213,2819 Dexter Rd,-9999.0,-9999.0,2010-05-07 00:00:00,686.0,939.9844,42.28754849139137,-83.78727916122041
214,2819 Dexter Rd,-9999.0,-9999.0,2010-11-09 00:00:00,716.0,939.9844,42.28754849139137,-83.78727916122041
215,2819 Dexter Rd,-9999.0,-9999.0,2011-04-20 00:00:00,635.0,939.9844,42.28754849139137,-83.78727916122041
216,2819 Dexter Rd,-9999.0,-9999.0,2011-11-17 00:00:00,726.0,939.9844,42.28754849139137,-83.78727916122041
217,2819 Dexter Rd,-9999.0,-9999.0,2012-02-08 00:00:00,628.0,939.9844,42.28754849139137,-83.78727916122041
218,2819 Dexter Rd,-9999.0,-9999.0,2012-06-01 00:00:00,737.0,939.9844,42.28754849139137,-83.78727916122041
219,2819 Dexter Rd,-9999.0,-9999.0,2012-08-14 00:00:00,789.0,939.9844,42.28754849139137,-83.78727916122041
220,2819 Dexter Rd,-9999.0,-9999.0,2012-11-12 00:00:00,660.0,939.9844,42.28754849139137,-83.78727916122041
221,2819 Dexter Rd,-9999.0,-9999.0,2013-02-19 00:00:00,534.0,939.9844,42.28754849139137,-83.78727916122041
222,2819 Dexter Rd,-9999.0,-9999.0,2013-03-28 00:00:00,682.0,939.9844,42.28754849139137,-83.78727916122041
223,2819 Dexter Rd,-9999.0,-9999.0,2013-06-17 00:00:00,600.0,939.9844,42.28754849139137,-83.78727916122041
224,2819 Dexter Rd,-9999.0,-9999.0,2013-08-28 00:00:00,500.0,939.9844,42.28754849139137,-83.78727916122041
225,2819 Dexter Rd,-9999.0,-9999.0,2013-10-10 00:00:00,470.0,939.9844,42.28754849139137,-83.78727916122041
226,2819 Dexter Rd,-9999.0,-9999.0,2014-02-24 00:00:00,440.0,939.9844,42.28754849139137,-83.78727916122041
227,2819 Dexter Rd,-9999.0,-9999.0,2014-05-07 00:00:00,420.0,939.9844,42.28754849139137,-83.78727916122041
228,2819 Dexter Rd,-9999.0,-9999.0,2014-07-30 00:00:00,420.0,939.9844,42.28754849139137,-83.78727916122041
229,2819 Dexter Rd,-9999.0,-9999.0,2014-11-25 00:00:00,400.0,939.9844,42.28754849139137,-83.78727916122041
230,2819 Dexter Rd,-9999.0,-9999.0,2015-03-10 00:00:00,450.0,939.9844,42.28754849139137,-83.78727916122041
