,Bore,Depth1,Depth2,SampleDate,Value,Elevation,lat,lon
2646,LB-1,136.0,156.0,1999-08-02 00:00:00,327.0,941.3251,42.28735325515339,-83.7872062782716
2647,LB-1,136.0,156.0,1999-08-09 00:00:00,440.0,941.3251,42.28735325515339,-83.7872062782716
2648,LB-1,136.0,156.0,1999-08-16 00:00:00,337.0,941.3251,42.28735325515339,-83.7872062782716
2649,LB-1,136.0,156.0,1999-08-23 00:00:00,344.0,941.3251,42.28735325515339,-83.7872062782716
2650,LB-1,136.0,156.0,1999-08-30 00:00:00,315.0,941.3251,42.28735325515339,-83.7872062782716
2651,LB-1,136.0,156.0,1999-09-07 00:00:00,349.0,941.3251,42.28735325515339,-83.7872062782716
2652,LB-1,136.0,156.0,1999-09-13 00:00:00,347.0,941.3251,42.28735325515339,-83.7872062782716
2653,LB-1,136.0,156.0,1999-09-20 00:00:00,290.0,941.3251,42.28735325515339,-83.7872062782716
2654,LB-1,136.0,156.0,1999-09-27 00:00:00,290.0,941.3251,42.28735325515339,-83.7872062782716
2655,LB-1,136.0,156.0,1999-10-04 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2656,LB-1,136.0,156.0,1999-10-11 00:00:00,392.0,941.3251,42.28735325515339,-83.7872062782716
2657,LB-1,136.0,156.0,1999-10-18 00:00:00,419.0,941.3251,42.28735325515339,-83.7872062782716
2658,LB-1,136.0,156.0,1999-10-25 00:00:00,399.0,941.3251,42.28735325515339,-83.7872062782716
2659,LB-1,136.0,156.0,1999-11-01 00:00:00,392.0,941.3251,42.28735325515339,-83.7872062782716
2660,LB-1,136.0,156.0,1999-11-08 00:00:00,426.0,941.3251,42.28735325515339,-83.7872062782716
2661,LB-1,136.0,156.0,1999-11-15 00:00:00,378.0,941.3251,42.28735325515339,-83.7872062782716
2662,LB-1,136.0,156.0,1999-11-22 00:00:00,386.0,941.3251,42.28735325515339,-83.7872062782716
2663,LB-1,136.0,156.0,1999-11-29 00:00:00,210.0,941.3251,42.28735325515339,-83.7872062782716
2664,LB-1,136.0,156.0,1999-12-06 00:00:00,378.0,941.3251,42.28735325515339,-83.7872062782716
2665,LB-1,136.0,156.0,1999-12-13 00:00:00,395.0,941.3251,42.28735325515339,-83.7872062782716
2666,LB-1,136.0,156.0,1999-12-20 00:00:00,410.0,941.3251,42.28735325515339,-83.7872062782716
2667,LB-1,136.0,156.0,1999-12-27 00:00:00,420.0,941.3251,42.28735325515339,-83.7872062782716
2668,LB-1,136.0,156.0,2000-01-03 00:00:00,420.0,941.3251,42.28735325515339,-83.7872062782716
2669,LB-1,136.0,156.0,2000-01-10 00:00:00,340.0,941.3251,42.28735325515339,-83.7872062782716
2670,LB-1,136.0,156.0,2000-01-17 00:00:00,480.0,941.3251,42.28735325515339,-83.7872062782716
2671,LB-1,136.0,156.0,2000-01-24 00:00:00,380.0,941.3251,42.28735325515339,-83.7872062782716
2672,LB-1,136.0,156.0,2000-01-31 00:00:00,470.0,941.3251,42.28735325515339,-83.7872062782716
2673,LB-1,136.0,156.0,2000-02-07 00:00:00,450.0,941.3251,42.28735325515339,-83.7872062782716
2674,LB-1,136.0,156.0,2000-02-14 00:00:00,550.0,941.3251,42.28735325515339,-83.7872062782716
2675,LB-1,136.0,156.0,2000-02-21 00:00:00,390.0,941.3251,42.28735325515339,-83.7872062782716
2676,LB-1,136.0,156.0,2000-02-28 00:00:00,392.0,941.3251,42.28735325515339,-83.7872062782716
2677,LB-1,136.0,156.0,2000-03-06 00:00:00,390.0,941.3251,42.28735325515339,-83.7872062782716
2678,LB-1,136.0,156.0,2000-03-13 00:00:00,370.0,941.3251,42.28735325515339,-83.7872062782716
2679,LB-1,136.0,156.0,2000-03-20 00:00:00,470.0,941.3251,42.28735325515339,-83.7872062782716
2680,LB-1,136.0,156.0,2000-03-27 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2681,LB-1,136.0,156.0,2000-04-03 00:00:00,390.0,941.3251,42.28735325515339,-83.7872062782716
2682,LB-1,136.0,156.0,2000-04-10 00:00:00,380.0,941.3251,42.28735325515339,-83.7872062782716
2683,LB-1,136.0,156.0,2000-04-17 00:00:00,410.0,941.3251,42.28735325515339,-83.7872062782716
2684,LB-1,136.0,156.0,2000-04-24 00:00:00,400.0,941.3251,42.28735325515339,-83.7872062782716
2685,LB-1,136.0,156.0,2000-05-01 00:00:00,390.0,941.3251,42.28735325515339,-83.7872062782716
2686,LB-1,136.0,156.0,2000-05-08 00:00:00,420.0,941.3251,42.28735325515339,-83.7872062782716
2687,LB-1,136.0,156.0,2000-05-15 00:00:00,470.0,941.3251,42.28735325515339,-83.7872062782716
2688,LB-1,136.0,156.0,2000-05-22 00:00:00,380.0,941.3251,42.28735325515339,-83.7872062782716
2689,LB-1,136.0,156.0,2000-05-29 00:00:00,460.0,941.3251,42.28735325515339,-83.7872062782716
2690,LB-1,136.0,156.0,2000-06-05 00:00:00,380.0,941.3251,42.28735325515339,-83.7872062782716
2691,LB-1,136.0,156.0,2000-06-12 00:00:00,370.0,941.3251,42.28735325515339,-83.7872062782716
2692,LB-1,136.0,156.0,2000-06-19 00:00:00,390.0,941.3251,42.28735325515339,-83.7872062782716
2693,LB-1,136.0,156.0,2000-06-26 00:00:00,400.0,941.3251,42.28735325515339,-83.7872062782716
2694,LB-1,136.0,156.0,2000-07-03 00:00:00,380.0,941.3251,42.28735325515339,-83.7872062782716
2695,LB-1,136.0,156.0,2000-07-10 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2696,LB-1,136.0,156.0,2000-07-17 00:00:00,410.0,941.3251,42.28735325515339,-83.7872062782716
2697,LB-1,136.0,156.0,2000-07-24 00:00:00,340.0,941.3251,42.28735325515339,-83.7872062782716
2698,LB-1,136.0,156.0,2000-07-31 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2699,LB-1,136.0,156.0,2000-08-07 00:00:00,490.0,941.3251,42.28735325515339,-83.7872062782716
2700,LB-1,136.0,156.0,2000-08-14 00:00:00,540.0,941.3251,42.28735325515339,-83.7872062782716
2701,LB-1,136.0,156.0,2000-08-21 00:00:00,500.0,941.3251,42.28735325515339,-83.7872062782716
2702,LB-1,136.0,156.0,2000-08-28 00:00:00,510.0,941.3251,42.28735325515339,-83.7872062782716
2703,LB-1,136.0,156.0,2000-09-05 00:00:00,540.0,941.3251,42.28735325515339,-83.7872062782716
2704,LB-1,136.0,156.0,2000-09-11 00:00:00,500.0,941.3251,42.28735325515339,-83.7872062782716
2705,LB-1,136.0,156.0,2000-09-18 00:00:00,420.0,941.3251,42.28735325515339,-83.7872062782716
2706,LB-1,136.0,156.0,2000-09-25 00:00:00,470.0,941.3251,42.28735325515339,-83.7872062782716
2707,LB-1,136.0,156.0,2000-10-02 00:00:00,460.0,941.3251,42.28735325515339,-83.7872062782716
2708,LB-1,136.0,156.0,2000-10-09 00:00:00,430.0,941.3251,42.28735325515339,-83.7872062782716
2709,LB-1,136.0,156.0,2000-12-04 00:00:00,124.0,941.3251,42.28735325515339,-83.7872062782716
2710,LB-1,136.0,156.0,2001-01-08 00:00:00,95.0,941.3251,42.28735325515339,-83.7872062782716
2711,LB-1,136.0,156.0,2001-03-05 00:00:00,400.0,941.3251,42.28735325515339,-83.7872062782716
2712,LB-1,136.0,156.0,2001-03-09 00:00:00,454.0,941.3251,42.28735325515339,-83.7872062782716
2713,LB-1,136.0,156.0,2001-03-16 00:00:00,421.0,941.3251,42.28735325515339,-83.7872062782716
2714,LB-1,136.0,156.0,2001-03-23 00:00:00,412.0,941.3251,42.28735325515339,-83.7872062782716
2715,LB-1,136.0,156.0,2001-03-30 00:00:00,338.0,941.3251,42.28735325515339,-83.7872062782716
2716,LB-1,136.0,156.0,2001-04-06 00:00:00,414.0,941.3251,42.28735325515339,-83.7872062782716
2717,LB-1,136.0,156.0,2001-04-13 00:00:00,440.0,941.3251,42.28735325515339,-83.7872062782716
2718,LB-1,136.0,156.0,2001-04-20 00:00:00,437.0,941.3251,42.28735325515339,-83.7872062782716
2719,LB-1,136.0,156.0,2001-04-27 00:00:00,382.0,941.3251,42.28735325515339,-83.7872062782716
2720,LB-1,136.0,156.0,2001-05-04 00:00:00,348.0,941.3251,42.28735325515339,-83.7872062782716
2721,LB-1,136.0,156.0,2001-05-11 00:00:00,292.0,941.3251,42.28735325515339,-83.7872062782716
2722,LB-1,136.0,156.0,2001-05-18 00:00:00,382.0,941.3251,42.28735325515339,-83.7872062782716
2723,LB-1,136.0,156.0,2001-05-25 00:00:00,358.0,941.3251,42.28735325515339,-83.7872062782716
2724,LB-1,136.0,156.0,2001-06-01 00:00:00,337.0,941.3251,42.28735325515339,-83.7872062782716
2725,LB-1,136.0,156.0,2001-06-08 00:00:00,371.0,941.3251,42.28735325515339,-83.7872062782716
2726,LB-1,136.0,156.0,2001-06-15 00:00:00,427.0,941.3251,42.28735325515339,-83.7872062782716
2727,LB-1,136.0,156.0,2001-06-22 00:00:00,411.0,941.3251,42.28735325515339,-83.7872062782716
2728,LB-1,136.0,156.0,2001-06-29 00:00:00,391.0,941.3251,42.28735325515339,-83.7872062782716
2729,LB-1,136.0,156.0,2001-07-06 00:00:00,413.0,941.3251,42.28735325515339,-83.7872062782716
2730,LB-1,136.0,156.0,2001-07-13 00:00:00,464.0,941.3251,42.28735325515339,-83.7872062782716
2731,LB-1,136.0,156.0,2001-07-20 00:00:00,430.0,941.3251,42.28735325515339,-83.7872062782716
2732,LB-1,136.0,156.0,2001-07-27 00:00:00,396.0,941.3251,42.28735325515339,-83.7872062782716
2733,LB-1,136.0,156.0,2001-08-03 00:00:00,460.0,941.3251,42.28735325515339,-83.7872062782716
2734,LB-1,136.0,156.0,2001-08-10 00:00:00,485.0,941.3251,42.28735325515339,-83.7872062782716
2735,LB-1,136.0,156.0,2001-08-17 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2736,LB-1,136.0,156.0,2001-08-24 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2737,LB-1,136.0,156.0,2001-08-31 00:00:00,405.0,941.3251,42.28735325515339,-83.7872062782716
2738,LB-1,136.0,156.0,2001-09-07 00:00:00,324.0,941.3251,42.28735325515339,-83.7872062782716
2739,LB-1,136.0,156.0,2001-09-14 00:00:00,408.0,941.3251,42.28735325515339,-83.7872062782716
2740,LB-1,136.0,156.0,2001-09-21 00:00:00,330.0,941.3251,42.28735325515339,-83.7872062782716
2741,LB-1,136.0,156.0,2001-09-27 00:00:00,373.0,941.3251,42.28735325515339,-83.7872062782716
2742,LB-1,136.0,156.0,2001-10-05 00:00:00,309.0,941.3251,42.28735325515339,-83.7872062782716
2743,LB-1,136.0,156.0,2001-10-12 00:00:00,357.0,941.3251,42.28735325515339,-83.7872062782716
2744,LB-1,136.0,156.0,2001-10-19 00:00:00,354.0,941.3251,42.28735325515339,-83.7872062782716
2745,LB-1,136.0,156.0,2001-10-26 00:00:00,355.0,941.3251,42.28735325515339,-83.7872062782716
2746,LB-1,136.0,156.0,2001-11-02 00:00:00,310.0,941.3251,42.28735325515339,-83.7872062782716
2747,LB-1,136.0,156.0,2001-11-09 00:00:00,344.0,941.3251,42.28735325515339,-83.7872062782716
2748,LB-1,136.0,156.0,2001-11-16 00:00:00,312.0,941.3251,42.28735325515339,-83.7872062782716
2749,LB-1,136.0,156.0,2001-11-30 00:00:00,298.0,941.3251,42.28735325515339,-83.7872062782716
2750,LB-1,136.0,156.0,2001-12-07 00:00:00,267.0,941.3251,42.28735325515339,-83.7872062782716
2751,LB-1,136.0,156.0,2001-12-14 00:00:00,298.0,941.3251,42.28735325515339,-83.7872062782716
2752,LB-1,136.0,156.0,2001-12-21 00:00:00,337.0,941.3251,42.28735325515339,-83.7872062782716
2753,LB-1,136.0,156.0,2002-01-04 00:00:00,350.0,941.3251,42.28735325515339,-83.7872062782716
2754,LB-1,136.0,156.0,2002-01-11 00:00:00,333.0,941.3251,42.28735325515339,-83.7872062782716
2755,LB-1,136.0,156.0,2002-01-18 00:00:00,349.0,941.3251,42.28735325515339,-83.7872062782716
2756,LB-1,136.0,156.0,2002-01-25 00:00:00,390.0,941.3251,42.28735325515339,-83.7872062782716
2757,LB-1,136.0,156.0,2002-02-01 00:00:00,344.0,941.3251,42.28735325515339,-83.7872062782716
2758,LB-1,136.0,156.0,2002-02-08 00:00:00,339.0,941.3251,42.28735325515339,-83.7872062782716
2759,LB-1,136.0,156.0,2002-02-15 00:00:00,344.0,941.3251,42.28735325515339,-83.7872062782716
2760,LB-1,136.0,156.0,2002-02-22 00:00:00,348.0,941.3251,42.28735325515339,-83.7872062782716
2761,LB-1,136.0,156.0,2002-03-01 00:00:00,306.0,941.3251,42.28735325515339,-83.7872062782716
2762,LB-1,136.0,156.0,2002-03-08 00:00:00,299.0,941.3251,42.28735325515339,-83.7872062782716
2763,LB-1,136.0,156.0,2002-03-15 00:00:00,335.0,941.3251,42.28735325515339,-83.7872062782716
2764,LB-1,136.0,156.0,2002-03-22 00:00:00,329.0,941.3251,42.28735325515339,-83.7872062782716
2765,LB-1,136.0,156.0,2002-03-29 00:00:00,271.0,941.3251,42.28735325515339,-83.7872062782716
2766,LB-1,136.0,156.0,2002-04-05 00:00:00,324.0,941.3251,42.28735325515339,-83.7872062782716
2767,LB-1,136.0,156.0,2002-04-12 00:00:00,404.0,941.3251,42.28735325515339,-83.7872062782716
2768,LB-1,136.0,156.0,2002-04-19 00:00:00,362.0,941.3251,42.28735325515339,-83.7872062782716
2769,LB-1,136.0,156.0,2002-04-26 00:00:00,338.0,941.3251,42.28735325515339,-83.7872062782716
2770,LB-1,136.0,156.0,2002-05-03 00:00:00,321.0,941.3251,42.28735325515339,-83.7872062782716
2771,LB-1,136.0,156.0,2002-05-10 00:00:00,353.0,941.3251,42.28735325515339,-83.7872062782716
2772,LB-1,136.0,156.0,2002-05-17 00:00:00,349.0,941.3251,42.28735325515339,-83.7872062782716
2773,LB-1,136.0,156.0,2002-05-24 00:00:00,354.0,941.3251,42.28735325515339,-83.7872062782716
2774,LB-1,136.0,156.0,2002-05-31 00:00:00,322.0,941.3251,42.28735325515339,-83.7872062782716
2775,LB-1,136.0,156.0,2002-06-07 00:00:00,340.0,941.3251,42.28735325515339,-83.7872062782716
2776,LB-1,136.0,156.0,2002-06-14 00:00:00,342.0,941.3251,42.28735325515339,-83.7872062782716
2777,LB-1,136.0,156.0,2002-06-21 00:00:00,355.0,941.3251,42.28735325515339,-83.7872062782716
2778,LB-1,136.0,156.0,2002-06-28 00:00:00,358.0,941.3251,42.28735325515339,-83.7872062782716
2779,LB-1,136.0,156.0,2002-07-05 00:00:00,299.0,941.3251,42.28735325515339,-83.7872062782716
2780,LB-1,136.0,156.0,2002-07-12 00:00:00,286.0,941.3251,42.28735325515339,-83.7872062782716
2781,LB-1,136.0,156.0,2002-07-19 00:00:00,356.0,941.3251,42.28735325515339,-83.7872062782716
2782,LB-1,136.0,156.0,2002-07-26 00:00:00,330.0,941.3251,42.28735325515339,-83.7872062782716
2783,LB-1,136.0,156.0,2002-08-02 00:00:00,273.0,941.3251,42.28735325515339,-83.7872062782716
2784,LB-1,136.0,156.0,2002-08-09 00:00:00,320.0,941.3251,42.28735325515339,-83.7872062782716
2785,LB-1,136.0,156.0,2002-08-16 00:00:00,281.0,941.3251,42.28735325515339,-83.7872062782716
2786,LB-1,136.0,156.0,2002-08-23 00:00:00,285.0,941.3251,42.28735325515339,-83.7872062782716
2787,LB-1,136.0,156.0,2002-08-30 00:00:00,296.0,941.3251,42.28735325515339,-83.7872062782716
2788,LB-1,136.0,156.0,2002-09-06 00:00:00,368.0,941.3251,42.28735325515339,-83.7872062782716
2789,LB-1,136.0,156.0,2002-09-13 00:00:00,307.0,941.3251,42.28735325515339,-83.7872062782716
2790,LB-1,136.0,156.0,2002-09-20 00:00:00,369.0,941.3251,42.28735325515339,-83.7872062782716
2791,LB-1,136.0,156.0,2002-09-27 00:00:00,257.0,941.3251,42.28735325515339,-83.7872062782716
2792,LB-1,136.0,156.0,2002-10-04 00:00:00,348.0,941.3251,42.28735325515339,-83.7872062782716
2793,LB-1,136.0,156.0,2002-10-25 00:00:00,471.0,941.3251,42.28735325515339,-83.7872062782716
2794,LB-1,136.0,156.0,2002-11-01 00:00:00,437.0,941.3251,42.28735325515339,-83.7872062782716
2795,LB-1,136.0,156.0,2002-11-08 00:00:00,373.0,941.3251,42.28735325515339,-83.7872062782716
2796,LB-1,136.0,156.0,2002-11-15 00:00:00,329.0,941.3251,42.28735325515339,-83.7872062782716
2797,LB-1,136.0,156.0,2002-11-22 00:00:00,323.0,941.3251,42.28735325515339,-83.7872062782716
2798,LB-1,136.0,156.0,2002-11-29 00:00:00,320.0,941.3251,42.28735325515339,-83.7872062782716
2799,LB-1,136.0,156.0,2002-12-06 00:00:00,319.0,941.3251,42.28735325515339,-83.7872062782716
2800,LB-1,136.0,156.0,2002-12-13 00:00:00,302.0,941.3251,42.28735325515339,-83.7872062782716
2801,LB-1,136.0,156.0,2002-12-20 00:00:00,315.0,941.3251,42.28735325515339,-83.7872062782716
2802,LB-1,136.0,156.0,2003-01-03 00:00:00,309.0,941.3251,42.28735325515339,-83.7872062782716
2803,LB-1,136.0,156.0,2003-01-10 00:00:00,309.0,941.3251,42.28735325515339,-83.7872062782716
2804,LB-1,136.0,156.0,2003-01-17 00:00:00,332.0,941.3251,42.28735325515339,-83.7872062782716
2805,LB-1,136.0,156.0,2003-01-24 00:00:00,390.0,941.3251,42.28735325515339,-83.7872062782716
2806,LB-1,136.0,156.0,2003-01-31 00:00:00,383.0,941.3251,42.28735325515339,-83.7872062782716
2807,LB-1,136.0,156.0,2003-02-07 00:00:00,381.0,941.3251,42.28735325515339,-83.7872062782716
2808,LB-1,136.0,156.0,2003-02-14 00:00:00,380.0,941.3251,42.28735325515339,-83.7872062782716
2809,LB-1,136.0,156.0,2003-02-21 00:00:00,373.0,941.3251,42.28735325515339,-83.7872062782716
2810,LB-1,136.0,156.0,2003-02-28 00:00:00,325.0,941.3251,42.28735325515339,-83.7872062782716
2811,LB-1,136.0,156.0,2003-03-07 00:00:00,317.0,941.3251,42.28735325515339,-83.7872062782716
2812,LB-1,136.0,156.0,2003-03-14 00:00:00,365.0,941.3251,42.28735325515339,-83.7872062782716
2813,LB-1,136.0,156.0,2003-03-21 00:00:00,443.0,941.3251,42.28735325515339,-83.7872062782716
2814,LB-1,136.0,156.0,2003-03-28 00:00:00,479.0,941.3251,42.28735325515339,-83.7872062782716
2815,LB-1,136.0,156.0,2003-04-04 00:00:00,385.0,941.3251,42.28735325515339,-83.7872062782716
2816,LB-1,136.0,156.0,2003-04-11 00:00:00,458.0,941.3251,42.28735325515339,-83.7872062782716
2817,LB-1,136.0,156.0,2003-04-18 00:00:00,427.0,941.3251,42.28735325515339,-83.7872062782716
2818,LB-1,136.0,156.0,2003-04-25 00:00:00,420.0,941.3251,42.28735325515339,-83.7872062782716
2819,LB-1,136.0,156.0,2003-05-02 00:00:00,403.0,941.3251,42.28735325515339,-83.7872062782716
2820,LB-1,136.0,156.0,2003-05-09 00:00:00,408.0,941.3251,42.28735325515339,-83.7872062782716
2821,LB-1,136.0,156.0,2003-05-16 00:00:00,432.0,941.3251,42.28735325515339,-83.7872062782716
2822,LB-1,136.0,156.0,2003-05-23 00:00:00,431.0,941.3251,42.28735325515339,-83.7872062782716
2823,LB-1,136.0,156.0,2003-05-30 00:00:00,430.0,941.3251,42.28735325515339,-83.7872062782716
2824,LB-1,136.0,156.0,2003-06-06 00:00:00,466.0,941.3251,42.28735325515339,-83.7872062782716
2825,LB-1,136.0,156.0,2003-06-13 00:00:00,376.0,941.3251,42.28735325515339,-83.7872062782716
2826,LB-1,136.0,156.0,2003-06-20 00:00:00,421.0,941.3251,42.28735325515339,-83.7872062782716
2827,LB-1,136.0,156.0,2003-07-07 00:00:00,373.0,941.3251,42.28735325515339,-83.7872062782716
2828,LB-1,136.0,156.0,2003-08-04 00:00:00,479.0,941.3251,42.28735325515339,-83.7872062782716
2829,LB-1,136.0,156.0,2003-09-04 00:00:00,377.0,941.3251,42.28735325515339,-83.7872062782716
2830,LB-1,136.0,156.0,2003-10-06 00:00:00,378.0,941.3251,42.28735325515339,-83.7872062782716
2831,LB-1,136.0,156.0,2003-11-03 00:00:00,387.0,941.3251,42.28735325515339,-83.7872062782716
2832,LB-1,136.0,156.0,2003-12-01 00:00:00,377.0,941.3251,42.28735325515339,-83.7872062782716
2833,LB-1,136.0,156.0,2004-01-05 00:00:00,403.0,941.3251,42.28735325515339,-83.7872062782716
2834,LB-1,136.0,156.0,2004-02-02 00:00:00,427.0,941.3251,42.28735325515339,-83.7872062782716
2835,LB-1,136.0,156.0,2004-03-12 00:00:00,380.0,941.3251,42.28735325515339,-83.7872062782716
2836,LB-1,136.0,156.0,2004-04-05 00:00:00,421.0,941.3251,42.28735325515339,-83.7872062782716
2837,LB-1,136.0,156.0,2004-05-03 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2838,LB-1,136.0,156.0,2004-06-07 00:00:00,410.0,941.3251,42.28735325515339,-83.7872062782716
2839,LB-1,136.0,156.0,2004-07-05 00:00:00,370.0,941.3251,42.28735325515339,-83.7872062782716
2840,LB-1,136.0,156.0,2004-08-02 00:00:00,420.0,941.3251,42.28735325515339,-83.7872062782716
2841,LB-1,136.0,156.0,2004-09-06 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2842,LB-1,136.0,156.0,2004-10-06 00:00:00,487.0,941.3251,42.28735325515339,-83.7872062782716
2843,LB-1,136.0,156.0,2004-11-01 00:00:00,322.0,941.3251,42.28735325515339,-83.7872062782716
2844,LB-1,136.0,156.0,2004-12-06 00:00:00,388.0,941.3251,42.28735325515339,-83.7872062782716
2845,LB-1,136.0,156.0,2005-01-03 00:00:00,379.0,941.3251,42.28735325515339,-83.7872062782716
2846,LB-1,136.0,156.0,2005-02-07 00:00:00,383.0,941.3251,42.28735325515339,-83.7872062782716
2847,LB-1,136.0,156.0,2005-03-07 00:00:00,389.0,941.3251,42.28735325515339,-83.7872062782716
2848,LB-1,136.0,156.0,2005-04-04 00:00:00,408.0,941.3251,42.28735325515339,-83.7872062782716
2849,LB-1,136.0,156.0,2005-05-02 00:00:00,360.0,941.3251,42.28735325515339,-83.7872062782716
2850,LB-1,136.0,156.0,2005-06-09 00:00:00,437.0,941.3251,42.28735325515339,-83.7872062782716
2851,LB-1,136.0,156.0,2005-07-05 00:00:00,393.0,941.3251,42.28735325515339,-83.7872062782716
2852,LB-1,136.0,156.0,2005-08-03 00:00:00,481.0,941.3251,42.28735325515339,-83.7872062782716
2853,LB-1,136.0,156.0,2005-09-05 00:00:00,414.0,941.3251,42.28735325515339,-83.7872062782716
2854,LB-1,136.0,156.0,2005-10-24 00:00:00,580.0,941.3251,42.28735325515339,-83.7872062782716
2855,LB-1,136.0,156.0,2005-11-07 00:00:00,507.0,941.3251,42.28735325515339,-83.7872062782716
2856,LB-1,136.0,156.0,2005-11-21 00:00:00,472.0,941.3251,42.28735325515339,-83.7872062782716
2857,LB-1,136.0,156.0,2005-12-05 00:00:00,479.0,941.3251,42.28735325515339,-83.7872062782716
2858,LB-1,136.0,156.0,2005-12-19 00:00:00,413.0,941.3251,42.28735325515339,-83.7872062782716
2859,LB-1,136.0,156.0,2006-01-09 00:00:00,454.0,941.3251,42.28735325515339,-83.7872062782716
2860,LB-1,136.0,156.0,2006-02-06 00:00:00,418.0,941.3251,42.28735325515339,-83.7872062782716
2861,LB-1,136.0,156.0,2006-03-06 00:00:00,446.0,941.3251,42.28735325515339,-83.7872062782716
2862,LB-1,136.0,156.0,2006-04-03 00:00:00,445.0,941.3251,42.28735325515339,-83.7872062782716
2863,LB-1,136.0,156.0,2006-05-01 00:00:00,468.0,941.3251,42.28735325515339,-83.7872062782716
2864,LB-1,136.0,156.0,2006-06-05 00:00:00,432.0,941.3251,42.28735325515339,-83.7872062782716
2865,LB-1,136.0,156.0,2006-07-03 00:00:00,442.0,941.3251,42.28735325515339,-83.7872062782716
2866,LB-1,136.0,156.0,2006-08-07 00:00:00,466.0,941.3251,42.28735325515339,-83.7872062782716
2867,LB-1,136.0,156.0,2006-09-11 00:00:00,446.0,941.3251,42.28735325515339,-83.7872062782716
2868,LB-1,136.0,156.0,2006-10-02 00:00:00,474.0,941.3251,42.28735325515339,-83.7872062782716
2869,LB-1,136.0,156.0,2006-11-09 00:00:00,597.0,941.3251,42.28735325515339,-83.7872062782716
2870,LB-1,136.0,156.0,2006-12-04 00:00:00,470.0,941.3251,42.28735325515339,-83.7872062782716
2871,LB-1,136.0,156.0,2007-01-02 00:00:00,498.0,941.3251,42.28735325515339,-83.7872062782716
2872,LB-1,136.0,156.0,2007-02-05 00:00:00,529.0,941.3251,42.28735325515339,-83.7872062782716
2873,LB-1,136.0,156.0,2007-03-05 00:00:00,500.0,941.3251,42.28735325515339,-83.7872062782716
2874,LB-1,136.0,156.0,2007-04-02 00:00:00,480.0,941.3251,42.28735325515339,-83.7872062782716
2875,LB-1,136.0,156.0,2007-05-07 00:00:00,504.0,941.3251,42.28735325515339,-83.7872062782716
2876,LB-1,136.0,156.0,2007-06-04 00:00:00,533.0,941.3251,42.28735325515339,-83.7872062782716
2877,LB-1,136.0,156.0,2007-07-02 00:00:00,526.0,941.3251,42.28735325515339,-83.7872062782716
2878,LB-1,136.0,156.0,2007-08-06 00:00:00,541.0,941.3251,42.28735325515339,-83.7872062782716
2879,LB-1,136.0,156.0,2007-09-10 00:00:00,502.0,941.3251,42.28735325515339,-83.7872062782716
2880,LB-1,136.0,156.0,2007-10-01 00:00:00,500.0,941.3251,42.28735325515339,-83.7872062782716
2881,LB-1,136.0,156.0,2007-11-06 00:00:00,557.0,941.3251,42.28735325515339,-83.7872062782716
2882,LB-1,136.0,156.0,2007-12-03 00:00:00,520.0,941.3251,42.28735325515339,-83.7872062782716
2883,LB-1,136.0,156.0,2008-01-07 00:00:00,498.0,941.3251,42.28735325515339,-83.7872062782716
2884,LB-1,136.0,156.0,2008-02-04 00:00:00,453.0,941.3251,42.28735325515339,-83.7872062782716
2885,LB-1,136.0,156.0,2008-03-03 00:00:00,480.0,941.3251,42.28735325515339,-83.7872062782716
2886,LB-1,136.0,156.0,2008-04-08 00:00:00,474.0,941.3251,42.28735325515339,-83.7872062782716
2887,LB-1,136.0,156.0,2008-05-06 00:00:00,503.0,941.3251,42.28735325515339,-83.7872062782716
2888,LB-1,136.0,156.0,2008-06-02 00:00:00,481.0,941.3251,42.28735325515339,-83.7872062782716
2889,LB-1,136.0,156.0,2008-07-14 00:00:00,606.0,941.3251,42.28735325515339,-83.7872062782716
2890,LB-1,136.0,156.0,2008-08-04 00:00:00,500.0,941.3251,42.28735325515339,-83.7872062782716
2891,LB-1,136.0,156.0,2008-09-02 00:00:00,460.0,941.3251,42.28735325515339,-83.7872062782716
2892,LB-1,136.0,156.0,2008-10-06 00:00:00,487.0,941.3251,42.28735325515339,-83.7872062782716
2893,LB-1,136.0,156.0,2008-11-03 00:00:00,516.0,941.3251,42.28735325515339,-83.7872062782716
2894,LB-1,136.0,156.0,2008-12-01 00:00:00,490.0,941.3251,42.28735325515339,-83.7872062782716
2895,LB-1,136.0,156.0,2009-01-05 00:00:00,484.0,941.3251,42.28735325515339,-83.7872062782716
2896,LB-1,136.0,156.0,2009-02-02 00:00:00,517.0,941.3251,42.28735325515339,-83.7872062782716
2897,LB-1,136.0,156.0,2009-03-02 00:00:00,516.0,941.3251,42.28735325515339,-83.7872062782716
2898,LB-1,136.0,156.0,2009-04-06 00:00:00,535.0,941.3251,42.28735325515339,-83.7872062782716
